,text,Explanations,labels
462,“My Dad passed away from cancer 4 months ago and I have fallen into a depression. I have so much emotion that I don't know how to process it”,"passed away, fallen into a depression, have so much emotion, don't know how to process,",5
463,"“My self harm has escalated, it's more frequent and worse atm.""","Self harm has escalated,",3
464,“There are children involved and so they are now co-parenting with the ex and the relationship is hostile and antagonistic.”,"Relationship is hostile and antagonistic,",4
465,"""I’m really anti-social so I feel like I won’t be able to say what I wanna say or I’ll say the wrong thing causing them to just dismiss me and move me along without helping.""","Really anti-social,dismiss me, ",4
466,"“I am pretty good when I am not along in a group I can feel normal and happy but then after I feel empty. So empty but I know I shouldn’t. I have a job, a partner, I know what I want to achieve.”","Feel empty, ",4
467,"""I can’t even take any form of meds because I’m so low that self care is basically Non existent.""","i’m so low, self care is basically non existent,",3
468,"""I didn't eat for three days, and I'm still taking breaks from eating, where I only eat five days a week.""","didn't eat for three days, taking breaks from eating, only eat five days a week,",3
469,“I can't go out and meet people because I'm petrified that nobody will like me.”,"can’t go out and meet people,",4
470,"“Mum is literally on the other side of the world. I'm all over the place, trying to keep busy but when alone, I was so upset I was struggling to breathe properly.”","So upset, struggling to breathe properly,",3
471,“I get angry because I wish I had known how to help myself 20 years ago.”,"get angry, help myself",2
472,"“Pretty much everything is going bad probably self sabotage am happy to punish myself for whatever as long as it's my demise at the end. Given up or not caring anymore""","everything is going bad, self-sabotage, am happy to punish myself, demise, Given up or not caring anymore,",2
473,"""I can’t sleep, eat & I can’t stop crying.""","can’t sleep, eat, ",3
474,“i have also been giving my own mum the silent treatment for over 3 years now which was something I did not want to do but did because keeping the relationship would only hurt more me more if I kept up with the relationship.”,"Silent treatment for over 3 years, keeping the relationship would only hurt, ",4
475,"“I’ll miss my colleagues and my kids, but also worried about the choice I made.”","worried, miss",5
476,"“I’ve always felt so insecure about my actual life, my working-class background, my controlling parents, and loathe my body image.”","felt so insecure about my actual life, loathe my body image,",5
477,"My only vices are my bad diet, non-alcoholic beer and I play video games a lot. As I type now I have this fear that an anxiety attack might resurface and I will be awake at night or have interrupted sleep.","Bad diet, non alcoholic beer, interrupted sleep",3
478,“I am trying to have them understand that the way they communicate with me just doesn’t work.”,"The way they communicate with me just doesn’t work,",4
479,“I don’t know why. But I know deep down I am not worthy of love or care. I shouldn't be taking up people's valuable time when they could be helping people who are worthy and actually would respond to treatment and follow through.”,"I am not worthy of love or care, ",4
480,"“to have to snap out of it and realise I will be lonely, unlovable and ugly for the rest of my life hurts more than anything and it terrifies me.”","will be lonely, unlovable and ugly for the rest of my life, hurts more, terrifies,",5
481,“I feel the mother is very controlling in allowing me access to our kids and I have no faith in the family court system. I have no friends in life besides my work colleagues who don’t know the extremities of my situation.”,"feel the mother is very controlling in allowing me access to our kids, have no friends in life besides my work colleagues, who don’t know the extremities of my situation",4
482,"“Depression is massively affecting their daily life - they miss appointments, work, breakdown in tears and explode in anger.”","Depression is massively affecting , breakdown in tears, explode in anger,",3
483,"""I’m just tired of feeling alone, depressed and just worthless but I’m really scared to talk to them.""","tired of feeling alone, depressed and just worthless, really scared",2
484,"""A lot to take in but I'm over it all and don't know where to start.""","lot to take in, don't know where to start,",2
485,"“I'm reaching out because my partner of 7 years has depression and I'm struggling trying to support him.I just need nice words, reassurances, to speak to people in a similar situation. ”","Struggling trying to support him, need nice words, ",4
